id,fecha,comentario,supermercado
40,23/04/2020,No he podido entrar a la página para pedir . como me puedes ayudar?,D1
40,23/04/2020,Buenaa tardes. Hace días hice un pedido y nada que llega,D1
40,23/04/2020,Hola. por favor tener mejor seguimiento con la solicitud de domicilios que se hacen a través d ellos canales habilitados por tiendas D1. Hace 8 días. solicité mi domicilio a través de la página web de d1.miaguila.com y a la fecha no me ha llegado mi pedido. Con gran sorpresa el día de ayer me llamaron y me preguntaron que cómo me había ido con el servicio. informe que aún no me había llegado el domicilio y la persona con quien ni siquiera se preocupó por revisar en qué estado estaba mi pedido y cuando podía llegar. La verdad es que me siento muy descontenta con Uds. pues si ofrecen esta alternativa es porque el cliente va a recibir el mismo trato y prioridad cómo pasa en las tiendas físicas.,D1
40,23/04/2020,Buenas tardes!! Hice pedido antier y llegó al día siguiente. Excelente. llegó todo lo q pedí. Un par de cositas no pero era x falta de existencia. Muchas Gracias!!!!! ,D1
40,23/04/2020,Buenos dias como puedo tener acceso a los precios actuales. y que productos hay en las tiendas cercanas a la iglesia de san luis de Cúcuta norte de santander,D1
40,23/04/2020,Y atienden personas que trabajen en el sector de la salud? O tienen que ir disfrazado y ocultar siu oficio o ocupación?,D1
40,23/04/2020,El día de hoy salí con mi número de documento correspondiente a hacer mi mercado semanal al D1 de Robledo en Medellín y me negaron el ingreso ignorando que mi documento válido en Colombia es mi Permiso Especial de Permanencia. Me pedían que me guiara por mi número de identificación nacional.Si estoy en Colombia como residente mis documentos válidos son los colombianos. A un americano no se le pide número de seguro social ni a un español un DNI. Pero con tal de dañarnos nos ponen estas trabas para algo tan sagrado como la comida.Espero no tener la necesidad de comprar más en esta cadena. Así mismo. ojalá reconsideren su actitud xenófoba y su pésimo servicio.,D1
40,23/04/2020,Es verdad todas las medidas de protección pero no veo que ampliaron los productos por que no hay alcohol. jabón de manos .antibacterial,D1
40,23/04/2020,¡Excelente! Los felicito por su ser responsables cuidando a sus empleados y a los vecinos. Envie una denuncia por el privado con fotos probatorias. Por favor revisen el DM. ¡Gracias!,D1
40,23/04/2020,Excelente todo lo que hacen! Pero por favor. traten de surtir antibacterial y alcohol! Desde un mes no se consigue!,D1
40,23/04/2020,Exelente son los mejores,D1
40,23/04/2020,Gracias me llego el.pedido. excelente servicio,D1
40,23/04/2020,En Santa Marta (rodadero) no tienen protocolos dé bioseguridad. Personal sin guantes y no usan n desinfectantes en la cajas. No cuidan a sus trabajadores ni a sus familias. Mucho menos a los que compramos en ese local,D1
40,23/04/2020,Hola pedí domicilio por la página y llegó al día siguiente súper cumplidos muy organizado todo y lo que pedí fue exactamente lo que me entregaron muy buen servicio. Gracias .,D1
40,23/04/2020,Esas tiendad no parecen D1..estan mas organizadas,D1
40,23/04/2020,Y es la única tienda que veo cumpliendo con todos los parámetros de seguridad ,D1
40,23/04/2020,Súper en todo el sentido de la palabra. felicitaciones por su excelentes servicios prestados y su economía.,D1
40,23/04/2020,Cada día me enamoro mas de estas tiendas,D1
40,23/04/2020,Excelente !,D1
41,28/04/2020,Algunas niñas se pasan de groseras. me sucedió en el punto de los Almendros en Soledad Atlántico.,D1
41,28/04/2020,Los amo,D1
41,28/04/2020,Por favor quiero que me den un número de teléfono para domicilios en Palmira valle muchas gracias,D1
41,28/04/2020,Desde ayer hice un pedido y no ha llegado,D1
41,28/04/2020,Limpien y desinfecten tambien afuera!!!!llega toda clase de vehiculos y caminan que cantidad de gente!!!,D1
41,28/04/2020,Por que aun en quibdo no habilitan para domicilios y los almacenes no permanecen constamente bien abastecidos. es frecuente los faltan tes de productos,D1
41,28/04/2020,Hay un video en redes donde en el D1 de la 129 de Bogotá no quisieron atender a una enfermera y para poder facturar un domiciliario de rappi le tuvo q colaborar. La verdad fue indigno el trato dado a esta trabajadora en el área de la salud sobre todo porque ellos son los que llevan la carga mas pesada en esta crisis . Seria muy bueno q se publicasen las acciones a mejorar de parte de ustedes para que no vuelva a ocurrir esta situación.,D1
41,28/04/2020,Pero con una sola cajera en sus tiendas y las filas tan largas... ,D1
41,28/04/2020,Muy bueno el servicio. La segunda vez que hice pedido me llegó a otro día!,D1
41,28/04/2020,Mejoraron en la eficacia del envío. pero desmejoraron drásticamente en el abastecimiento. De 80 productos solicitados llegaron sólo 4. En ese caso se paga más por el domicilio que por los productos.,D1
41,28/04/2020,Publicidad engañosa?,D1
41,28/04/2020,En la paz (cesar ) tiene más en cuenta entregar unos bonos de $50.000y no regular la fila para que los que vallamos a comprar lo podamos realizar y la administradora que ella no lo puede hacer no estoy de acuerdo.,D1
41,28/04/2020,Muuy satisfecho con el servicio que prestan.,D1
41,28/04/2020,Y tienen que poner recorridos claros porque la gente quiere saltarse todo,D1
41,28/04/2020,Deberían cambiar el personal de algunas tiendas también. hay unas personas que son una grosería,D1
41,28/04/2020,Coloco mi dirección y me aparece que no hay unos cerca siendo que a menos de 3Km hay un D1.,D1
41,28/04/2020,Buenas noches. el día de ayer realizamos un pedido nos confirmaron mediante correo electrónico y aun nada que llegan los productos. cuanto tiempo se demora la entrega?,D1
41,28/04/2020,Por favor q las cajeras. no se tomen atribuciones y cargos de vigilante q no les corresponden. Los vigilantes sólo pueden ver lo q hay bolso sin tocar ni introducir sus manos,D1
42,30/04/2020,Hola quiero hacer un pedido en barranquilla,D1
42,30/04/2020,Buenas noches. cuál es el tiempo de entrega para un pedido realizado por miaguila? En la ciudad de Medellín?,D1
42,30/04/2020,Cuanto es el número máximo que se puede comprar de un producto,D1
42,30/04/2020,Hola. hice mi pedido hoy. recibí hoy mismo y sin novedades,D1
42,30/04/2020,Mil gracias,D1
42,30/04/2020,Hola necesito ayuda con un pedido y no responden,D1
42,30/04/2020,cómo estás buenas tardes tampoco me llego correo no sé el estado de mi pedido ? Podrían ayudarme ?,D1
42,30/04/2020,Buenas por favor me.podrías regalar el número de Tel del domicilio en Barranquilla,D1
42,30/04/2020,Buenos días para hacer pedido acá en Bogotá. gracias. se demoran mucho,D1
42,30/04/2020,Buenas tardes. cómo se hace el pedido en Medellín? Muchas gracias.,D1
42,30/04/2020,Graciasssss,D1
42,30/04/2020,Hola. Realice mi pedido en la ciudad de Bogotá el día de ayer y aún aparece en espera. Quiero saber cuánto se demora en llegar?,D1
42,30/04/2020,Buenas tardes soy de Medellín hice un domicilio hace 24 horas pero no me mandó el código al correo ingreso con el número de orden y me sale que fue creado alistado y en cola de alistamiento y quisiera saber si si ingreso,D1
42,30/04/2020,En Cartagena ya hay servicio a Domicilio? ,D1
42,30/04/2020,Por qué no se puede pagar por Internet ?. quería donar un mercado D1,D1
42,30/04/2020,Me gusto mucho,D1
42,30/04/2020, me mandaron ayer un mensaje diciéndome que ese mismo día llegaba el pedido y aún lo estoy esperando. no me dan respuesta en ninguna parte,D1
42,30/04/2020,uenos días. realicé un pedido el domingo. el lunes me llegó un mensaje que ese día llegaba y hoy siendo viernes aun no lo recibo. Me pueden por favor colaborar.,D1
42,30/04/2020,Costo del domicilio,D1
42,30/04/2020,Hice mi pedido por aguila y ya hoy es el 3er dia y no me llaman a realizar la entrega de la comprs,D1
42,30/04/2020,Quisiera saber si el servicio domiciliario lo tienen para la ciudad de Riohacha. La Guajira. Por favor podrían regalarme tal información ,D1
43,1/05/2020,están cerrándo puertas a médicos y enfermeras eso no es bueno,D1
43,1/05/2020,En la tienda D1. no desinfectan. Personal sin guantes. no limpian las bandas de las cajas. Pensé que era solo acá. pero veo que es general en las tiendas D1. quien los controla?,D1
43,1/05/2020,Mucha pero mucha demora a la ciudad de Cartagena con el domicilio . pa cuando 2021,D1
43,1/05/2020,Exelente,D1
43,1/05/2020,Buenas tardes. realizamos un pedido para SOACHA y nunca llegó el correo de confirmación.. cómo hago para saber si recibieron el pedido..? ,D1
43,1/05/2020,Soacha compartir es un desatre. Dejan entrar grandes cantidades de personas y se forman aglomeraciones dentro del almacén. Es peligroso e irresponsable de parte de ustedes. Espero que lo solucionen. ponen nuestra salud en riesgo,D1
43,1/05/2020,Esa imagen de la persona de D1 aplicando gel antibacterial es falsa... En el D1 de la avenida suba con carrera 93 ni siquiera hay gel,D1
43,1/05/2020,Aquí parece que la gente mantiene quejándose y pretenden hacer un mejor trabajo. pero jamás se ponen en los zapatos de los que están ahí arriesgándose a un contagio de infecciones que trasladan los clientes. las enfermeras tienen autorización para compras pero abusan de su beneficio.que pretenden las persona al estar quejándose y no aportar un granito de arena de su parte. las personas son ignorantes. Agradezco,D1
43,1/05/2020,En las tiendas D1 dejan entrar personas sin tapabocas. no validan el cumplimiento de la norma de pico y cedula. el personal de la tienda que yo visite es muy grosero y altanero! Muy mal servicio de verdad les caeria muy bien una capacitacion con el trato a los clientes.,D1
43,1/05/2020,les quiero informar que en la tienda que queda en la cra 8 en la ciudad de Barranquilla. no se está siguiendo el pico y cédula. La semana pasada y hoy fui a hacer compra en mi día asignado y me encuentro con la sorpresa que todos los dígitos entran. Ojo con eso,D1
43,1/05/2020,Lo maximo,D1
43,1/05/2020,No es recomendable el uso de guantes ya que son un foco de contaminación.,D1
43,1/05/2020,Siempre arriba la guardia contra el coronavirus,D1
43,1/05/2020,Feliz día para todo el gran grupo de Tiendas D1,D1
43,1/05/2020,La mejor atención siempre y un excelente surtido. felicitaciones!,D1
43,1/05/2020,Buenas tardes: algunos almacenes no tiene gel antibacterial ni alcohol.,D1
44,13/05/2020,Me dicen que mo tengo cobertura por la dirección que Di. tengo en D1 a 5 cuadras. sobre la Cl. 55 norte en Cali. no entiendo...,D1
44,13/05/2020,Exelente,D1
44,13/05/2020,Me encanta D1... Los productos y la atención son Excelentes,D1
44,13/05/2020,buen dia. para cucuta no se puede realizar la compra por internet?,D1
44,13/05/2020,Buenas tardes. la leche condensada no aparece al Buscar en la pagina de domicilios de d1 en Cali y he ido varias tiendas y no hay. no venden en Cali de la leche condensada?,D1
44,13/05/2020,¿Porque en sus tiendas ya no es obligatorio el uso de tapabocas y no está aplicando el pico y cédula?,D1
44,13/05/2020,Hola eso me parece muy bien bien surtido en las tiendas . pero hoy pase por el D1 que está en el claret en Bogotá y pase a comprar 3 cervezas y resulta que ya estando en la caja me dicen que mínimo debo llevar 6 esto desde cuando es así yo eh comprado anteriormente y nunca me habían exigido un mínimo de compra le dije a la cajera deberían poner un papel detallando eso y ella me dijo que no se podía hacer eso y ENTONCES. la pregunta es porque lo hacen si no me parece lógico al final si termine comprando las 6 pero realmente no esta bien deben detallar eso yo compro casi todo en ese D1 y hasta hoy me salen con esa sorpresa,D1
44,13/05/2020,Excelente servicios en d1 Chipre Manizales.a tiempo y muy amables,D1
44,13/05/2020,Mi tienda favorita,D1
44,13/05/2020,Exelente servicio,D1
44,13/05/2020,Buenas tardes. Manejan algún bono de mercado que se pueda comprar por Internet para un tercero?,D1
44,13/05/2020,Super. yo hice mi pedido y me fue muy bien. muy rapido,D1
44,13/05/2020,Mucha demora para el ingreso de la gente mientras que en la olimpica demoran menos y en justo y bueno es muy rapido cambio el d1 de la cordialidad la gente mas de 20 minutos esperando bajo el inclemente sol y nada.,D1
44,13/05/2020,Excelente servicio en Manizales,D1
44,13/05/2020,Hola. pedí un mercado y me trajeron productos que no solicité. Por ejemplo pedí un detergente líquido d bebé y me mandaron uno normal... Pedí kilo y medio de pasta y me mandaron 250gr de una marca totalmente distinta. pedí un cereal flips y me mandaron otro similar. Si no tienen lo que uno pide especifícamente. no me parece justo que manden otra cosa similar. no lo manden y ya,D1
45,15/05/2020,La verdad que sus productos son buenísimos me encanta y su organización espectacular. me encanta tiendas D1 lo mejor,D1
45,15/05/2020,Les he dejado un mensaje por el direct. necesito por favor su respuesta. esta relacionado con la calidad de un producto que compre,D1
45,15/05/2020,Donde puede uno ver la lista de productos para pedir,D1
45,15/05/2020,Me quejo por el pésimo servicio que ofrecen en la tienda D1 de Barranquilla Cra 42f con 79. Llamé para una información y el señor contesto con altanería y colgó. cuando volví a llamar para pedir su nombre... Dijo que  el no tenía nombre. Revisen a quien contratan.,D1
45,15/05/2020,En el D1 de la Calle 63 con 15 en Bogotá.personas mercando sin tapabocas. más de 10 personas en fila para pagar y un solo cajero. las compañeras chateando!!,D1
45,15/05/2020,Es grato tener este servicio de domicilio en el Valle del Caciquee Upar,D1
45,15/05/2020,Buenos días. Pedí mi domicilio el 05 mayo y llego el 07 mayo. además y lo que me parece peor. yo recibí el pedido. pagué todo lo que me indicaron y cuando revisé los productos que estaban facturando. me hicieron falta. es decir me robaron productos que pagué. He escrito a la página directa de D1 y no recibo respuesta. en la linea de atención telefónica nunca contestan. Necesito que me reintegren el dinero o que me traigan los productos que me hicieron falta. Urgente. gracias!!!,D1
46,14/06/2020,Buenos días. hice una compra por internet antes del dia sin IVA y todavía no llega. Que hay que hacer. donde me comunico. Gracias.,D1
46,14/06/2020,buenas tardes me pueden regalar el número de domicilio del almacén D1 de Simón Bolívar/ barranquilla,D1
46,14/06/2020,Terrible servicio el del domicilio de Barranquilla. Pedí una compra para una donación para una persona que no tenía comida. al final nos quedamos esperando y no llegó. Cuando les dió la gana aparecieron y como no quise recibir el pedido porque ya había resuelto de otra forma para que la persona pudiese llevarse alimentos. el encargado me llamo a gritarme e insultarme como le dió la gana. Nunca más volveré a comprar allí! Además de incumplidos son unos groseros!,D1
46,14/06/2020,Totalmente satisfecha con el servicio a domicilio. En menos de 24 hrs recibi absolutamente todo mi mercado. Muchas gracias!!,D1
46,14/06/2020,El domicilio es el más costoso de todas las aplicaciones para hacer mercado en Funza. deberían bajarle un poco para poder pedirles,D1
46,14/06/2020,Hice un pedido y llego muy rápido con mucho temor lo emplee al leer tan malos comentarios pero creo que todo depende de la tienda y del servicio que usan para los domicilios en soledad 2000 si sirvio!!!!,D1
46,14/06/2020,Buenas tardes pedí un domicilio en la ciudad de Barranquilla me lo entregaron satisfactoriamente .pero me quedó la inquietud de preguntarle al domiciliario rider que cuanto le pagaban por domicilio el señor me dijo que el costo por domicilio son 4.500 pesos y en la aplicación cobran 6.800 será por eso que no trabajan con esmero y tienen muchas quejas en Barranquilla,D1
46,14/06/2020,Por los menos habiliten una linea donde contesten para resolver dudas pq ese 01800 sale ocupado y no hay una forma. Es entendible que no tengan el servicio 100% afinado pero no sé justifica que no habiliten una línea efectiva para consultas.,D1
46,14/06/2020,Buenos días. no encuentro una línea para comunicarme y confirmar si mi pedido fue efectivo pues no me mandaron datos al correo ni tengo el número del pedido,D1
46,14/06/2020,Agradezco que también me ayuden 3 días y nada del domicilio y no se nada. La verdad es mucho tiempo y uno necesitando las cosas,D1
46,14/06/2020,Por favor no prometan lo que no pueden cumplir. 9 días y el pedido sigue en alistamiento.,D1
46,14/06/2020,El viernes me trajeron un producto que no solicite por otro que estaba en mi lista de mercado. Me he comunicado varias veces. concretan venir y nada.Donde me comunico para que me solucionen por favor.,D1
46,14/06/2020,Para los domicilios aplica el pico y cédula,D1
46,14/06/2020,NO LO USEN ES UNA PERDIDA DE TIEMPO. YO SOLO COMPRO ALGUNOS ARTÍCULOS Y JUSTO ESO NO LLEGO DESPUES DE 3 DÍAS EL DOMICILIARIO NO ME QUERÍA DEJAR REVISAR POR QUE TENÍA AFÁN. ME SIENTO ESTAFADO,D1
46,14/06/2020,3 días y aún no me llega el producto. excelente servicio,D1
46,14/06/2020,Por acá tampoco responden? Quien me responde por un producto que no pedí y me trajeron ?,D1
47,26/06/2020,Habilitan este servicio pero no cumplen... He realizado 3 veces la solicitud de domicilio la primera no llego.... La segunda me llama diciendo que al otro día me llega el domicilio y tampoco... La tercera a los minutos me lo rechazaron,D1
47,26/06/2020,Cule hueso tanto para LOS CLIENTES COMO PARA LOS TRABAJADORES NO LES PAGAN Y SI LES PGAN ES INCONPLETO LA TRISTE HISTORIA DE TRABAJAR EN RIDER BARRANQUILLA,D1
47,26/06/2020,Hola necesito cancelar un pedido q hice para domicilio pero por la demora tuve q ir personalmente.. como hago para cancelarlo?,D1
47,26/06/2020,Que risa.... He leido q nunca los llevan,D1
47,26/06/2020,Desde el sabado hice pedido y no me han llamado,D1
47,26/06/2020,Pura publicidad por q de verdadero no hay nada a mi me llego en un aspecto orrible el domiciliario eso parecía q habia dormido con ese chaleco y esa gorra uy no muy mal mal para estas tiendas de gran cobertura deberian uds mismo contratar gente y tener control de todo el servicio llegan los productos descongelados ese carro me dio asco lo sucio q lo tenia y todo el mercado ahi encima del mugre no q asco de SERVICIO ni para volver a pedir no muy mal cucuta pesimo con este servicio,D1
47,26/06/2020,Buenas tardes a donde se puede comunicar realizamos un pedido desde 10 a.m. y aun no ha llegado,D1
47,26/06/2020,Hola tienen domiciliarios propios?,D1
47,26/06/2020,Pésimos los celulares no están en servicio apagados todos en sistema correo de voz??? Que es esto tan malo,D1
47,26/06/2020,Hola buenas!! Si hago mi pedido ahora cuando llegaría??? Porq me da miedo con ese poco de comentarios negativos ,D1
47,26/06/2020,Terrible. estoy esperando un pedido .desde está mañana y no llega. sale en alistamiento desde las 9:55 am. productos que necesito con urgencia y la tienda queda a una cuadra de mi casa. no tengo día de pico y cedula por ahora y por eso pedí. creo que no tienen logística suficiente para ofrecer este servicio,D1
47,26/06/2020,Terrible servicio. Hice el pedido el pasado 25 de Junio y se suponía llegaba hoy 27 de Junio. No llegó y ahora me aparece rechazado en la página... escribo y me dicen que fue reprogramado pero que no saben cuándo llegará. Muy decepcionado realmente. Todavía es la hora que no se si mi pedido llegará o no.,D1
47,26/06/2020,Iba a hacer una compra.. Pero con ese poco se comentarios negativos. me voy a merqueo,D1
47,26/06/2020,Buenos días estoy intentando hacer un pedido,D1
47,26/06/2020,ladrones ladrones ladrones ladrones ladrones ladrones revisen bien si es q algun dia les lllega el domicilio,D1
48,28/06/2020,Yo realice un pedido y aparece como si me lo fueran entregado. menos mal seleccioné que pagaba cuándo me entregaran,D1
48,28/06/2020,Hace mucho pedí un domicilio. y hasta ahora ni siquiera aparece despachado. lastima que desmejoraron el servicio.,D1
48,28/06/2020,Muy mal servicio de domicilios. hace 9 días realice un pedido y todavía está en alistamiento. pase toda la semana llamando y me decían que iban a escalar la situación. hoy llama y la persona que me atendió me dijo que estaba en la libertad de mirar otras opciones donde realizar mi compra. se comprometió a que el pedido lo enviarían hoy después de 9 días. no llego. Para que engañan al cliente si no pueden cumplir.,D1
48,28/06/2020,Muy mal servicio. hace 3 días que realice el pedido y aún no tengo respuesta. no se si lo van a traer o si no. escribí y no me responden nada. al 018000 tampoco soluciónan nada. en pocas palabras Pésimo Servicio. no lo recomiendo,D1
48,28/06/2020,Es lamentable y desalentador que este canal se este especializando en pedir disculpas y decir que están trabajando para mejorar. pero no se ve la mejoría. porque hay muchos mensajes viejos reclamando y quejándose del mal servicio. hoy soy uno de esos que reclama y se queja del mal servicio recibido. lo que quiere decir que me desalienta ver qué un comercio tan grande como D1 con tantos puntos de venta y contratando a una empresa de logística externa. no pueda atender la demanda. que pasa con los gerentes de esas empresas? El Señor de la tienda cerca de mi casa. viendo la cantidad de servicios a domicilio que se ha incrementado en la cuarentena contrato a tres nuevos domiciliarios sumándose a los otros 2 que ya tenía y hablo es de una tienda de barrio. que de esa manera está atendiendo a sus clientes y cubriendo esa necesidad. hay que guardar las proporciones. pero también hay que tener en cuenta que el tendero de por mi casa tiene menos infraestructura. menos capital y es un gerente con seguramente menos estudios. no cuenta con subgerente ni supervisor. porque es el solo quien gerencia y ha sabido solventar la situación de manera exitosa. sera que los gerentes son solo seguidores de órdenes y carecen de recursividad y sentido común o lo tienen prohibido? Algo tendrán que hacer si quieren mantener la clientela. porque este tema de la pandemia seguirá por lo menos un año más y la gente va a preferir a quien le pueda traer el.mercado a la casa de una manera más eficiente y no de la manera como lo.estan haciendo ustedes señores D1. 10 días para entregar un mercado es un servicio patético,D1
48,28/06/2020,Son un fiasco. no cumplen con nada. además me borran el comentario dónde manifiesto mi inconformidad de manera educada y respetuosa. debo agregar que me sucedió lo mismo con @justoybueno pero la diferencia fue que ellos me llamaron ayer y me tomaron mi pedido por teléfono y me lo trajeron hoy.. eso al menos demuestra interes en mejorar. Revisen su logística porque está errada de principio a fin,D1
48,28/06/2020, yo de ilusa pensando q me iban a traer el domicilio que pedi hoy en la mañana y ya son pasadosy me encuentro con todos estos comentarios.... Noooo que tristeza piensan q lo estan regalando no hay donde comunicarse porq en la linea no contestan en la pagina no muestra como seguir el eatado del pedido.....,D1
48,28/06/2020,Muy mal servicio!! No lo recomiendo por q tuve muy mala experiencia mala atencion la forma de responder del domiciliario es Descortes le deja las bolsas en el piso traen las cosas revueltas alimentos con aseo las bolsas sucias no trae tapabocas no tiene medidas de bioseguridad mo entiendo como dejan laborar asi el tipo es muy apresurado no se toma el tiempo para brindar un buen servicio y su aspecto y presentación son muy desagradable muy mal mala experiencia menos mal justo y bueno ya esta implementando el servicio de domicilio es mejor,D1
48,28/06/2020,Pesimo servicio. el 01 agosto realice un pedido y aún no me lo han traído y nadie me da respuesta,D1
48,28/06/2020,De verdad que mal servicio el del domicilio. no envían los productos que uno solicita. Cobran un domicilio tan caro y tengo un D1 a la vuelta de la esquina. Compre 15 harina pan . no me llego ni una. Me facturaron un cartón de huevo y tampoco me llego. Pedí unas moras congeladas y me enviaron fresas. De verdad que decepción.! Dicen brindar seguridad y bienestar. Pero que va!!,D1
48,28/06/2020,Cual es el número de domicilio que no responden en las redes sociales,D1
48,28/06/2020,mi domicilio llego.ñ. No me llego el mismo dia en la tarde como daba la opción la página. pero si al otro día y el personal que se comunico conmigo para la confirmación del domicilio y el personal que lo trajo. fueron muy amables y serviciales.,D1
48,28/06/2020,Hola. ya he comprado en varias oportunidades y me habia ido muy bien. me llamaban si algo no lo había para reemplazar e incluso se demoraba la entrega maximo de un dia para otro. sin embargo ahora al colocar mi dirección en Bquilla. me enviaron a una tienda diferente ni las Mercedes como antes sino bulevar 41. q no tiene el mismo trato. según vi mi pedido en el estado del pedido estaba bien el sabado y lo congelaron y a la fecha no se si eso es q no vendrá o que porq no llaman ni nada... En q me podrías colaborar?,D1
48,28/06/2020,Es mejor quedarse en casa que ir a las @tiendas.d1 no tienen ningún protocolo de bio seguridad no hay gel no toman la temperatura a la entrada no desinfectan los carros no tiene marcados el 1.5 metros de distancia miento social entra todo el que quiera tenga pico y cédula o no tenga la tienda llena a reventar de gente solamente dos empleados desempacando mercancía uno y el otro atendiendo la caja y entonces a ustedes nadie los vigila . uno como ciudadano va con su tapabocas y gracias a Dios uno lleva la gel pero es que ustedes no cumplen con ninguna norma de bioseguridad,D1
48,28/06/2020,Pésimo servicio hice un pedido desde el domingo en la mañana antes de 9 y a la fecha no lo he recibido,D1
48,28/06/2020,Soy clienta por la pandemia he comprado de manera virtual y lamentablemente no hay una compra q venga completa es decir con todo lo pedido además meten productos q si bien son similares no es lo pedido ni en características ni marca ni en precio me han cobrado cosas x 2 envían una o cobran el producto grande mandan pequeño obvio q x motivos de la pandemia no me he acercado a la tienda más cercana a hacer reclamo xq la idea d comprar línea es no salir de.casa hace rato recibí mi Mercado y se repite la situacion ya creo no debo seguir aceptando lo sucedido y debo salir d mi casa para hacer reclamo x lo menos de estA ultima compra xq no. Creo sea justo seguir aceptando esta situación irregular cada vez q hago mis mercados mensuales con uds hago la n observación. Q la. Impera n me la trae águila del servicio de este trabaja como tengo quejas de la atención tienda tampoco@pero no he tenido fuerte con compras línea en este sentido di tnen firma de vomunucarE conmigo y evitarme la salida de casa les agradezco no quisiera romper mi aislamiento y menos x esta tontería pero me genera un perjuicio económico Gracias por la atención,D1
48,28/06/2020,¿Para qué promocionan los domicilios sino llegan?¡Todavía estoy esperando el que pedí el sábado! ¡Qué servicio tan malo!,D1
48,28/06/2020,Buenos días . hice mi pedido y me dieron código de confirmación pero no me llego al correo nada y tampoco llega el pedido y al consultar desde ayer dice alistamiento y no cambia el estado . Quiero saber si lo pido por mi águila o si me va a llegar como hago ?,D1
48,28/06/2020,Hice un pedido el 28 de junio y este es el día q no ha llegado y no tengo un teléfono para comunicarme. En estado del pedido solo dice en cola de alistamiento desde ese día a las 9.25 de la noche y a hoy no se mueve no nada. Pésimo servicio que uno no tenga dónde comunicarse o algo,D1
48,28/06/2020,Me llego el pedido de confirmacion y el pedido aun no llega lleva 2 días y no llaman ni dicen nada,D1
49,4/07/2020,Aplica para todo el país,D1
49,4/07/2020,Muy mal servicio. Realicé un pedido a domicilio ayer con entrega hoy AM y no ha llegado ni nadie responde. No sé porque habilitan una opción que no pueden cumplir,D1
49,4/07/2020,Hice un pedido el día domingo 28 de junio. hoy es sábado 4 de julio. llame a una línea de atención a la que he llamado toda la semana y cómo solución a mi situación me dijeron que yo estaba en la libertad de buscar otras opciones. me prometieron que mi pedido llegaría hoy sábado. una semana después y no llego. uno llama a la administración y le dicen que la logística no la manejan ellos y llama a los de logística y dicen que esa situación no depende de ellos. grave.,D1
49,4/07/2020,Buenas noches . Hice una solicitud a domicilio y dos veces me han cancelado el pedido. quien responde por la cuenta de los pedidos nos contesta que realizan el nuevo envío y nunca llegaron. Desafortunadamente no atienden correctamente.,D1
49,4/07/2020,Es legal que hayan subido tanto los precios?,D1
49,4/07/2020,Todavía quedan unidades disponibles en Cali de la freidora?,D1
49,4/07/2020,Hice un pedido el 3 de julio y no me ha llegado. Los teléfonos no los cogen no he podido averiguar q pasa. Que desesperación. No tengo nada de Mercado. tocará pedir en otro lado y si acaso llega este pedido me tocará cancelar. Si por favor ven esta comunicación favor comunicarse conmigo. Pedido 105779.,D1
49,4/07/2020,NO pidan sus domicilios a @tiendas.d1 llevo 3 días esperando un pedido y aquí hay gente reportando que no les responden por sus pedidos que fueron ordenados hace 5-7 días y NO RESPONDEN NADA! PÉSIMO,D1
49,4/07/2020,pésimo servicio de domicilios,D1
49,4/07/2020,INCUMPLIDOS.. ELEGÍ COMO FECHA DE ENTREGA HOY PORQUE ENTRE SEMANA NO ESTOY... ME DEJARON SIN MERCADO... Y no me vayan a respo ser... Estamos tra aja do para ofrecer un mejor servício. NO JUEGUEN CON LOS CLIENTES.... Si no están preparados para asumir esta modalidad de ventas no le hagan publicidad ni den falsas espectativas..,D1
49,4/07/2020,Buenas noches hice un pedido hace 4 dias y no llega,D1
49,4/07/2020,Me ha ido muy bien con los domicilios. gracias,D1
49,4/07/2020,Vivo en Rionegro y vivo feliz con el servicio a domicilio para mi la mejor idea y tremendo beneficio y les doy las gracias no mas ahora haré mi pedido,D1
49,4/07/2020,Hola. no llega mi domicilio en la ciudad de cali,D1
49,4/07/2020,Que bueno pero seria mejor si colocarán el precio de los productos,D1
49,4/07/2020,Hola buenas tardes. estoy en la ciudad de Cartagena. anoche hice un pedido de 203.000 pesos por la página de D1. En el estado del pedido me sale que está listo para alistamiento desde las 3am y que la hora de entrega era hoy en la mañana. Ya son la 1pm y aun no lo han traído. estoy cerca de la tienda D1 Cartagena Club pero como hay toque de queda no puedo salir por eso lo pedí por Internet.Necesito porfa que me ayudes. necesito mi pedido.,D1
49,4/07/2020,Super demorados en entregar los pedidos desde antier pedí uno y está es la hora q no llega.,D1
49,4/07/2020,Hola hace 4 días hice un pedido en Bquilla y no hay con quien o a quien averiguar si lo van a mandar o no gracias,D1
49,4/07/2020,Wow! la página esta increiblemente espectacular,D1
50,6/07/2020,No funciona la pag . se cae antes de terminar el pedido.,D1
50,6/07/2020,D1 es lo mejor doy testimonio de esa atuda. facilidad para obtener los productos y la importancia que brindan a los clientes D1 lomejor,D1
50,6/07/2020,El precio de la leche no para de incrementar!,D1
50,6/07/2020, pésimo servicio a domicilio que incumplimiento y falta de respeto con el cliente,D1
